Timestamp,Month,Day,Hour,Total Hours,Load,PV,Tou Tariff,FiT,H2 Tariff
02/04/2023,4,0,19,2203,2979,0,0.106164,0.053082,0.347104146
02/04/2023,4,0,20,2204,3197,0,0.1092339,0.05461695,0.127545961
02/04/2023,4,0,21,2205,3195,0,0.1140723,0.05703615,0.198116423
02/04/2023,4,0,22,2206,3351,0,0.1112166,0.0556083,0.261342642
03/04/2023,4,0,23,2207,3329,0,0.1077093,0.05385465,0.192373005
03/04/2023,4,1,0,2208,3295,0,0.1071198,0.0535599,0.28100038
03/04/2023,4,1,1,2209,2358,0,0.1062864,0.0531432,0.31877123
03/04/2023,4,1,2,2210,3394,0,0.1064187,0.05320935,0.256314012
03/04/2023,4,1,3,2211,3342,0,0.1051074,0.0525537,0.253591321
03/04/2023,4,1,4,2212,3370,0,0.1020879,0.05104395,0.191570415
03/04/2023,4,1,5,2213,2230,0,0.1067337,0.05336685,0.24265943
03/04/2023,4,1,6,2214,1826,425.153,0.1364562,0.0682281,0.291159937
03/04/2023,4,1,7,2215,1825,12434.3,0.1657008,0.0828504,0.166370863
03/04/2023,4,1,8,2216,1804,18817.5,0.1613403,0.08067015,0.340841535
03/04/2023,4,1,9,2217,1295,37950.9,0.113697,0.0568485,0.308117695
03/04/2023,4,1,10,2218,1151.035,46540.3,0.1057374,0.0528687,0.283717155
03/04/2023,4,1,11,2219,1170.035,31630.9,0.0967716,0.0483858,0.220428992
03/04/2023,4,1,12,2220,1148,33132.8,0.0905508,0.0452754,0.316464458
03/04/2023,4,1,13,2221,812,23076.1,0.0849798,0.0424899,0.103684553
03/04/2023,4,1,14,2222,835,16914.4,0.0818388,0.0409194,0.338861276
03/04/2023,4,1,15,2223,877,23924.7,0.0884061,0.04420305,0.271673717
03/04/2023,4,1,16,2224,868,13496.5,0.0927972,0.0463986,0.355147483
03/04/2023,4,1,17,2225,890,3032.06,0.102078,0.051039,0.109602684
03/04/2023,4,1,18,2226,937,0,0.109458,0.054729,0.305147206
03/04/2023,4,1,19,2227,1047,0,0.1514799,0.07573995,0.219586501
03/04/2023,4,1,20,2228,1035,0,0.1538991,0.07694955,0.29630859
03/04/2023,4,1,21,2229,1112,0,0.1355112,0.0677556,0.126561367
03/04/2023,4,1,22,2230,1070,0,0.1145808,0.0572904,0.211130997
04/04/2023,4,1,23,2231,1042,0,0.1110744,0.0555372,0.356096842
04/04/2023,4,2,0,2232,1048.985,0,0.1090242,0.0545121,0.156587712
04/04/2023,4,2,1,2233,1121.985,0,0.1082124,0.0541062,0.274762267
04/04/2023,4,2,2,2234,1108.985,0,0.1093797,0.05468985,0.155107635
04/04/2023,4,2,3,2235,1132.985,0,0.109359,0.0546795,0.249151952
04/04/2023,4,2,4,2236,1072.985,0,0.1093797,0.05468985,0.353633524
04/04/2023,4,2,5,2237,1129.985,0,0.1116126,0.0558063,0.110577032
04/04/2023,4,2,6,2238,1086.985,0,0.1197837,0.05989185,0.292841306
04/04/2023,4,2,7,2239,1054.985,0,0.177417,0.0887085,0.199940615
04/04/2023,4,2,8,2240,1042,0,0.1755999,0.08779995,0.253633859
04/04/2023,4,2,9,2241,1090,3170.71,0.1373436,0.0686718,0.236282639
04/04/2023,4,2,10,2242,1134,14248.2,0.1173276,0.0586638,0.311972677
04/04/2023,4,2,11,2243,1091,6136.1,0.1106073,0.05530365,0.200189489
04/04/2023,4,2,12,2244,888,10805.8,0.1079379,0.05396895,0.097804892
04/04/2023,4,2,13,2245,890,11301.1,0.1071063,0.05355315,0.360036004
04/04/2023,4,2,14,2246,867,12813.5,0.1063143,0.05315715,0.218650102
04/04/2023,4,2,15,2247,813,6779.78,0.1076949,0.05384745,0.18752531
04/04/2023,4,2,16,2248,1035,11734.6,0.1104957,0.05524785,0.30669458
04/04/2023,4,2,17,2249,1351.075,486.465,0.1178343,0.05891715,0.333764331
04/04/2023,4,2,18,2250,1303.075,149.5,0.1208088,0.0604044,0.350392155
04/04/2023,4,2,19,2251,1274.075,0,0.1211535,0.06057675,0.313329517
04/04/2023,4,2,20,2252,1334.075,0,0.1289394,0.0644697,0.236735814
04/04/2023,4,2,21,2253,1027,0,0.1226259,0.06131295,0.296814181
04/04/2023,4,2,22,2254,1061,0,0.1160991,0.05804955,0.121772243
05/04/2023,4,2,23,2255,1094,0,0.1114911,0.05574555,0.142752171
05/04/2023,4,3,0,2256,892,0,0.1111374,0.0555687,0.266424167
05/04/2023,4,3,1,2257,929,0,0.1106109,0.05530545,0.170504936
05/04/2023,4,3,2,2258,814,0,0.1103976,0.0551988,0.154779901
05/04/2023,4,3,3,2259,869,0,0.1104381,0.05521905,0.34263083
05/04/2023,4,3,4,2260,891,0,0.1109043,0.05545215,0.339136534
